gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Afferent/Efferent Endothelial	B Cells	CCD_IC	CCD_PC	CNT	Cd4 T Cells	Cd8 T Cells	DCT	Dendritic Cells	Endothelial	Fibroblast	Glomerular Endothelial	IMCD_IC	IMCD_PC	LOH_ATL	LOH_CTAL	LOH_DTL1	LOH_DTL2	LOH_DTL3	LOH_MTAL	Macrophages	Mesangial Cells	Monocytes	NK Cells	OMCD_IC	OMCD_PC	PTS1	PTS2	PTS3	Parietal Endothelial	Pericytes	Podocyte	Satellite Glia	Schwann Cells	Sensory Neurons	Spinal Endothelial	Sympathetic Neurons	VSMC
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT_and_SLC5A7	CPI-CC01A3A32AD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC0AFC21177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.004	0.0	0.0	0.002
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC028D7588F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.004	0.0	0.0	0.002
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC0288FD89F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.004	0.0	0.0	0.002
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC0E6BCEC26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.004	0.0	0.0	0.002
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC0021FE823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.004	0.0	0.0	0.002
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC00485C63D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.004	0.0	0.0	0.002
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC07611BF54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.001	0.0	0.004	0.0	0.003	0.027
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC07323E253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.001	0.0	0.004	0.0	0.003	0.027
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC0FA8B4931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.001	0.0	0.004	0.0	0.003	0.027
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC04553E312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.001	0.0	0.004	0.0	0.003	0.027
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC0BDA1C176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.001	0.0	0.004	0.0	0.003	0.027
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC0C1E0C4B7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.001	0.0	0.004	0.0	0.003	0.027
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0AFC21177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.004	0.0	0.0	0.002
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC028D7588F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.004	0.0	0.0	0.002
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0288FD89F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.004	0.0	0.0	0.002
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0E6BCEC26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.004	0.0	0.0	0.002
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0021FE823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.004	0.0	0.0	0.002
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC00485C63D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.004	0.0	0.0	0.002
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC0AD71E0D3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.007	0.001	0.0	0.0	0.001	0.005	0.003	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.003	0.001	0.0	0.006	0.0	0.0	0.002
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC0300AB2DF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.007	0.001	0.0	0.0	0.001	0.005	0.003	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.003	0.001	0.0	0.006	0.0	0.0	0.002
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC02D192370	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.007	0.001	0.0	0.0	0.001	0.005	0.003	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.003	0.001	0.0	0.006	0.0	0.0	0.002
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC057B323A5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.007	0.001	0.0	0.0	0.001	0.005	0.003	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.003	0.001	0.0	0.006	0.0	0.0	0.002
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC08375F742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.007	0.001	0.0	0.0	0.001	0.005	0.003	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.003	0.001	0.0	0.006	0.0	0.0	0.002
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC0E62974F4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.007	0.001	0.0	0.0	0.001	0.005	0.003	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.003	0.001	0.0	0.006	0.0	0.0	0.002
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC07611BF54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.001	0.0	0.004	0.0	0.003	0.027
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC07323E253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.001	0.0	0.004	0.0	0.003	0.027
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC0FA8B4931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.001	0.0	0.004	0.0	0.003	0.027
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC04553E312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.001	0.0	0.004	0.0	0.003	0.027
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC0BDA1C176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.001	0.0	0.004	0.0	0.003	0.027
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC0C1E0C4B7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.001	0.0	0.004	0.0	0.003	0.027
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC0AD71E0D3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.007	0.001	0.0	0.0	0.001	0.005	0.003	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.003	0.001	0.0	0.006	0.0	0.0	0.002
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC0300AB2DF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.007	0.001	0.0	0.0	0.001	0.005	0.003	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.003	0.001	0.0	0.006	0.0	0.0	0.002
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC02D192370	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.007	0.001	0.0	0.0	0.001	0.005	0.003	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.003	0.001	0.0	0.006	0.0	0.0	0.002
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC057B323A5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.007	0.001	0.0	0.0	0.001	0.005	0.003	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.003	0.001	0.0	0.006	0.0	0.0	0.002
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC08375F742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.007	0.001	0.0	0.0	0.001	0.005	0.003	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.003	0.001	0.0	0.006	0.0	0.0	0.002
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC0E62974F4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.007	0.001	0.0	0.0	0.001	0.005	0.003	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.003	0.001	0.0	0.006	0.0	0.0	0.002
CYP17A1	P05093	True	CP17A_HUMAN	Androstenedione_byCYP17A1	CPI-CS0D5502736	0.003	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HSD17B6	O14756	True	H17B6_HUMAN	Androsterone_byHSD17B6	CPI-CS019C00E02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0010C54C6	0.0	0.0	0.0	0.06	0.0	0.005	0.0	0.0	0.004	0.002	0.516	0.002	0.013	0.124	0.064	0.0	0.036	0.004	0.022	0.0	0.001	0.0	0.002	0.0	0.0	0.084	0.008	0.006	0.005	0.039	0.043	0.002	0.201	0.005	0.005	0.006	0.0	0.003
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC048F01E8D	0.0	0.0	0.0	0.06	0.0	0.005	0.0	0.0	0.004	0.002	0.516	0.002	0.013	0.124	0.064	0.0	0.036	0.004	0.022	0.0	0.001	0.0	0.002	0.0	0.0	0.084	0.008	0.006	0.005	0.039	0.043	0.002	0.201	0.005	0.005	0.006	0.0	0.003
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC06F5021B7	0.0	0.0	0.0	0.06	0.0	0.005	0.0	0.0	0.004	0.002	0.516	0.002	0.013	0.124	0.064	0.0	0.036	0.004	0.022	0.0	0.001	0.0	0.002	0.0	0.0	0.084	0.008	0.006	0.005	0.039	0.043	0.002	0.201	0.005	0.005	0.006	0.0	0.003
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC036F9AC3C	0.0	0.0	0.0	0.06	0.0	0.005	0.0	0.0	0.004	0.002	0.516	0.002	0.013	0.124	0.064	0.0	0.036	0.004	0.022	0.0	0.001	0.0	0.002	0.0	0.0	0.084	0.008	0.006	0.005	0.039	0.043	0.002	0.201	0.005	0.005	0.006	0.0	0.003
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC065AB1F5E	0.0	0.0	0.0	0.06	0.0	0.005	0.0	0.0	0.004	0.002	0.516	0.002	0.013	0.124	0.064	0.0	0.036	0.004	0.022	0.0	0.001	0.0	0.002	0.0	0.0	0.084	0.008	0.006	0.005	0.039	0.043	0.002	0.201	0.005	0.005	0.006	0.0	0.003
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC01AF691C1	0.0	0.0	0.0	0.06	0.0	0.005	0.0	0.0	0.004	0.002	0.516	0.002	0.013	0.124	0.064	0.0	0.036	0.004	0.022	0.0	0.001	0.0	0.002	0.0	0.0	0.084	0.008	0.006	0.005	0.039	0.043	0.002	0.201	0.005	0.005	0.006	0.0	0.003
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0A31C8D8B	0.0	0.0	0.0	0.06	0.0	0.005	0.0	0.0	0.004	0.002	0.516	0.002	0.013	0.124	0.064	0.0	0.036	0.004	0.022	0.0	0.001	0.0	0.002	0.0	0.0	0.084	0.008	0.006	0.005	0.039	0.043	0.002	0.201	0.005	0.005	0.006	0.0	0.003
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0A06D2C2D	0.0	0.0	0.0	0.06	0.0	0.005	0.0	0.0	0.004	0.002	0.516	0.002	0.013	0.124	0.064	0.0	0.036	0.004	0.022	0.0	0.001	0.0	0.002	0.0	0.0	0.084	0.008	0.006	0.005	0.039	0.043	0.002	0.201	0.005	0.005	0.006	0.0	0.003
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0E829C954	0.0	0.0	0.0	0.06	0.0	0.005	0.0	0.0	0.004	0.002	0.516	0.002	0.013	0.124	0.064	0.0	0.036	0.004	0.022	0.0	0.001	0.0	0.002	0.0	0.0	0.084	0.008	0.006	0.005	0.039	0.043	0.002	0.201	0.005	0.005	0.006	0.0	0.003
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CS08EE9E5CE	0.0	0.0	0.0	0.06	0.0	0.005	0.0	0.0	0.004	0.002	0.516	0.002	0.013	0.124	0.064	0.0	0.036	0.004	0.022	0.0	0.001	0.0	0.002	0.0	0.0	0.084	0.008	0.006	0.005	0.039	0.043	0.002	0.201	0.005	0.005	0.006	0.0	0.003
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0C61DFEC5	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.008	0.0	0.0	0.001	0.003	0.001	0.002	0.0	0.198	0.01	0.002	0.0	0.001	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.168	0.0	0.048	0.001	0.002	0.0	0.0	0.0	0.005
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC03C7C010D	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.008	0.0	0.0	0.001	0.003	0.001	0.002	0.0	0.198	0.01	0.002	0.0	0.001	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.168	0.0	0.048	0.001	0.002	0.0	0.0	0.0	0.005
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC021B19C0E	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.008	0.0	0.0	0.001	0.003	0.001	0.002	0.0	0.198	0.01	0.002	0.0	0.001	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.168	0.0	0.048	0.001	0.002	0.0	0.0	0.0	0.005
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC061CCD0A0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.008	0.0	0.0	0.001	0.003	0.001	0.002	0.0	0.198	0.01	0.002	0.0	0.001	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.168	0.0	0.048	0.001	0.002	0.0	0.0	0.0	0.005
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC066507DFB	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.008	0.0	0.0	0.001	0.003	0.001	0.002	0.0	0.198	0.01	0.002	0.0	0.001	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.168	0.0	0.048	0.001	0.002	0.0	0.0	0.0	0.005
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC000118AA2	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.008	0.0	0.0	0.001	0.003	0.001	0.002	0.0	0.198	0.01	0.002	0.0	0.001	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.168	0.0	0.048	0.001	0.002	0.0	0.0	0.0	0.005
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0B7C148C8	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.008	0.0	0.0	0.001	0.003	0.001	0.002	0.0	0.198	0.01	0.002	0.0	0.001	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.168	0.0	0.048	0.001	0.002	0.0	0.0	0.0	0.005
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0974AE49B	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.008	0.0	0.0	0.001	0.003	0.001	0.002	0.0	0.198	0.01	0.002	0.0	0.001	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.168	0.0	0.048	0.001	0.002	0.0	0.0	0.0	0.005
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC071BF7D12	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.008	0.0	0.0	0.001	0.003	0.001	0.002	0.0	0.198	0.01	0.002	0.0	0.001	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.168	0.0	0.048	0.001	0.002	0.0	0.0	0.0	0.005
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CS033058D2B	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.008	0.0	0.0	0.001	0.003	0.001	0.002	0.0	0.198	0.01	0.002	0.0	0.001	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.168	0.0	0.048	0.001	0.002	0.0	0.0	0.0	0.005
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC03F7FB36A	0.001	0.005	0.0	0.0	0.0	0.005	0.002	0.002	0.003	0.023	0.022	0.005	0.008	0.717	0.01	0.0	0.006	0.008	0.004	0.006	0.003	0.028	0.003	0.0	0.0	0.037	0.002	0.003	0.0	0.088	0.0	0.018	0.001	0.0	0.008	0.009	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC0564402E8	0.001	0.005	0.0	0.0	0.0	0.005	0.002	0.002	0.003	0.023	0.022	0.005	0.008	0.717	0.01	0.0	0.006	0.008	0.004	0.006	0.003	0.028	0.003	0.0	0.0	0.037	0.002	0.003	0.0	0.088	0.0	0.018	0.001	0.0	0.008	0.009	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC039D8C2A7	0.001	0.005	0.0	0.0	0.0	0.005	0.002	0.002	0.003	0.023	0.022	0.005	0.008	0.717	0.01	0.0	0.006	0.008	0.004	0.006	0.003	0.028	0.003	0.0	0.0	0.037	0.002	0.003	0.0	0.088	0.0	0.018	0.001	0.0	0.008	0.009	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC0D32DC80C	0.001	0.005	0.0	0.0	0.0	0.005	0.002	0.002	0.003	0.023	0.022	0.005	0.008	0.717	0.01	0.0	0.006	0.008	0.004	0.006	0.003	0.028	0.003	0.0	0.0	0.037	0.002	0.003	0.0	0.088	0.0	0.018	0.001	0.0	0.008	0.009	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC0BD81688E	0.001	0.005	0.0	0.0	0.0	0.005	0.002	0.002	0.003	0.023	0.022	0.005	0.008	0.717	0.01	0.0	0.006	0.008	0.004	0.006	0.003	0.028	0.003	0.0	0.0	0.037	0.002	0.003	0.0	0.088	0.0	0.018	0.001	0.0	0.008	0.009	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC0BEBB9C26	0.001	0.005	0.0	0.0	0.0	0.005	0.002	0.002	0.003	0.023	0.022	0.005	0.008	0.717	0.01	0.0	0.006	0.008	0.004	0.006	0.003	0.028	0.003	0.0	0.0	0.037	0.002	0.003	0.0	0.088	0.0	0.018	0.001	0.0	0.008	0.009	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC07CAD6A4A	0.001	0.005	0.0	0.0	0.0	0.005	0.002	0.002	0.003	0.023	0.022	0.005	0.008	0.717	0.01	0.0	0.006	0.008	0.004	0.006	0.003	0.028	0.003	0.0	0.0	0.037	0.002	0.003	0.0	0.088	0.0	0.018	0.001	0.0	0.008	0.009	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC09B046394	0.001	0.005	0.0	0.0	0.0	0.005	0.002	0.002	0.003	0.023	0.022	0.005	0.008	0.717	0.01	0.0	0.006	0.008	0.004	0.006	0.003	0.028	0.003	0.0	0.0	0.037	0.002	0.003	0.0	0.088	0.0	0.018	0.001	0.0	0.008	0.009	0.0	0.0
